start,end,survey_type,survey_id,survey_version,interviewer,interviewer_Org,country,community,sex,gear_handline,gear_spear,gear_traps,gear_gill_net,gear_mobile_net,gear_stationary_line,gear_other,other_gear,boat_status,boat_length_m,boat_material,boat_motorized,boat_power,comment,tech_smartphone,tech_maps,tech_socialmedia,tech_other,tech_no_tech,other_tech,fishtech_vhf,fishtech_fishfinder,fishtech_survcam,fishtech_catchapp,fishtech_vesseltrack,fishtech_gps,fishtech_other,fishtech_none,other_fishtech,text_vms,positive_tracking_tech_one,positive_tracking_tech_two,negative_tracking_tech_one,negative_tracking_tech_two,choice,package_nopackage,wtp_1,wtp_2,wtp_3,wtp_4,wtr_1,wtr_2,wtr_3,wtr_4,tracking_negative,tracking_positive,design_a,design_b,design_c,design_d,design_e,design_f,design_g,design_h,design_i,text_vms_adoption,target_species_one,target_species_two,target_species_three,fraction_personal,fraction_neighbor,fraction_local_trade,fraction_export,fraction_other,other_fraction,fishing_organization,fishing_org_type,other_type,fishing_org_role,other_role,fishing_org_members,access_target_species,other_access,restriction_gear,restriction_size,restriction_season,restriction_spacial,restriction_quota,restriction_other,restriction_none,other_restriction,enforcement_community_members,enforcement_village_leader,enforcement_village_gov,enforcement_provincial_gov,enforcement_national_gov,enforcement_none,enforcement_other,other_enforcement,enforcement_interval,other_interval,punishment_severity,mpa,fishery_problem_one,fishery_problem_two,fishery_problem_three,fishery_solution_one,fishery_solution_two,fishery_solution_three,rank_one,rank_two,rank_three,rank_four,catch_trends,opinion_a,opinion_b,opinion_c,opinion_d,opinion_e,opinion_f,opinion_g,opinion_h,opinion_i,trust_a,trust_b,trust_c,trust_d,trust_e,trust_f,trust_g,trust_h,trust_i,trust_j,trust_k,trust_l,satisfaction_a,satisfaction_b,satisfaction_c,age,years_fishing,education,other_education,income,income_fishing,income_expenses,photo,last_comments
2019-07-02T10:01:34.177+07,2019-07-02T10:10:41.932+07,D,3004,7,WG,GFW,IND,MAK,M,0,0,0,0,1,0,0,jaring untuk ikan teri,share_employee,7,w,y,n,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,,,,,2,0,,,,,y,,,,lokasi ikan saya ketahuan,bisa ditandain lokasi saya nyari ikan,0,0,1,0,0,0,0,0,0,,anchovy,,,,,100,,,,y,other,Fishing Group,partner,,30,permit_holders,,1,0,0,1,0,0,0,,0,0,0,1,0,0,0,,few_year,,weak,n,tidak paham,,,tidak paham,,,weather,corruption,iuu,pollution,decline_low,3,4,3,3,2,2,4,4,2,5,5,4,4,3,3,3,3,,4,3,3,3,3,4,37,8,primary,,1000000,100,0,,
2019-07-02T10:13:08.229+07,2019-07-02T10:27:56.164+07,D,3005,7,WG,GFW,IND,MAK,M,0,0,0,0,1,0,0,,share_collective,3,w,y,y,,1,0,1,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,1,y,n,,,,,,,mahal,ingin ada tombol darurat,0,1,1,0,0,0,0,0,0,,anchovy,indian mackerel,,15,0,85,,,,n,,,,,,permit_holders,,1,0,0,1,0,0,0,,0,0,0,1,0,0,0,,once_week,,weak,y,musiman,Weather buruk di kampung,,nangkep di daerah lain,,,weather,iuu,corruption,pollution,no_change,3,4,3,5,3,1,4,3,1,5,4,3,4,4,3,3,3,3,4,4,3,3,2,4,30,15,secondary,,2500000,100,0,,
2019-07-02T10:22:11.153+07:00,2019-07-02T10:30:02.694+07:00,D,2001,10,AB,GFW,IND,MNC,M,0,0,0,0,1,0,0,Traditional net,own,10,fg,y,n,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,2,0,,,,,n,n,n,n,,,0,0,1,1,0,0,1,0,0,,eastern little tuna,narrow-barred spanish mackerel,marlin,10,0,0,0,90,Supply chain ends at middle man. UNK if exported,y,other,Under contract from fish aggrigator.,other,Contract worker,,permit_holders,,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,,never,,severe,n,Weather,Garbage,,Nothing,Don't know,,pollution,iuu,weather,corruption,improve_low,3,1,4,3,4,4,4,4,2,5,5,3,4,4,3,3,3,3,3,,2,3,1,2,54,3,secondary,,1000000,100,10,,"Skipped: 5, 6, 7, 16, 17, 18, 19, 25
 Problem: 37 k missing
 Transcribed by BR 02-07-2019 1030
 Notes:
 Nets rip d/t trash in the ocean"
2019-07-02T10:27:26.445+07,2019-07-02T10:51:02.816+07,D,3006,11,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,"Beach sein (payang, jaring tarik)",share_employee,7,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,2,0,,,,,n,n,n,n,Merepotkan,Mengetahui posisi,0,1,1,0,1,0,0,0,0,,anchovy,sardinella,indian mackerel,,,100,,0,,n,,,,,,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,,never,,none,n,Sampah,Weather,,Peraturan pemerintah,Menunggu Weather bersahabat,,weather,pollution,iuu,corruption,no_change,3,2,4,2,2,2,4,3,3,4,4,3,3,3,3,5,4,4,3,3,3,4,3,3,41,30,primary,Kelas 1 SD,2500000,100,20,1562039433553.jpg,"Kapal kecil, daerah tangkap dekat pantai"
2019-07-02T10:51:53.302+07,2019-07-02T10:59:47.572+07,D,3007,8,WG,GFW,IND,MAK,M,0,0,0,0,1,0,0,,share_collective,3,w,y,n,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,,,,,2,1,y,y,n,,,,,,tidak tahu,saya dapat kasih lokasi ke teman,0,0,1,0,0,0,0,0,0,,anchovy,,,0,,100,,,,y,union,,partner,,30,permit_holders,,1,0,1,0,0,0,0,,0,0,0,1,0,0,0,,once_month,,weak,n,musiman ikan teri ini,,,pintar mengatasi musim,,,weather,iuu,corruption,pollution,no_change,4,2,2,4,2,2,4,4,2,4,3,3,3,4,3,3,3,3,4,4,4,3,3,4,35,20,primary,,1000000,100,0,,
2019-07-02T11:02:38.833+07,2019-07-02T11:16:01.640+07,D,3008,9,WG,GFW,IND,MAK,M,0,0,1,0,0,0,0,,rent,3,w,y,y,,1,1,0,0,0,,0,0,0,0,1,1,0,0,gps,,lokasi ikan,hafal posisi,tidak tahu,,1,1,n,,,,,,,,gampang rusak,ketahuan lokasi saya dan ikan,0,1,1,0,0,0,0,0,0,,blue swimming crab,,,,0,100,,,,y,cooperative,,partner,,20,permit_holders,,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,,once_month,,weak,n,limbah,kapal kapal trawl,illegal,peraturannya lebih ketat lagi,pengawasan benar - benar dilakukan,,pollution,iuu,weather,corruption,decline_low,3,1,2,5,2,1,4,4,1,5,5,5,3,1,3,2,3,3,4,5,3,2,4,4,45,30,no_formal,,2500000,100,50,,
2019-07-02T11:06:02.089+07,2019-07-02T11:51:57.689+07,D,3009,13,RR,GFW,IND,MAK,M,0,0,1,0,0,0,0,,share_employee,15,w,y,y,,1,0,0,0,0,,0,1,0,0,1,1,1,0,"GPS dan fish finder, solar panel",,Mendapatkan lokasi ikan,Mengetahui lokasi berbahaya bagi kapal,Tidak ada,,2,1,n,,,,,,,,Tidak ada,"Tau posisi, terjamin keselamatan",0,1,1,0,1,0,0,0,0,"Perlu posisi kapal untuk keselamatan, dan lebih baik jika dapat posisi ikan juga",indian mackerel,threadfin,narrow-barred spanish mackerel,0,0,100,0,,,n,,,,,,permit_holders,,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,Syahbandar dan polisi laut,few_year,,none,n,Weather,Ombak besar,Sampah,Tidak melaut dulu,Berlindung di pulau terdekat,Peraturan ketat soal sampah,corruption,weather,iuu,pollution,decline_low,5,4,5,2,2,2,4,4,3,2,2,3,4,2,3,5,4,5,4,4,4,4,4,4,75,13,no_formal,Sekolah rakyat (nama sebelum SD),2500000,100,20,1562043061940.jpg,
2019-07-02T11:21:28.567+07,2019-07-02T11:32:48.404+07,D,3010,10,WG,GFW,IND,MAK,M,0,0,0,0,1,0,0,Boat sein (payang),share_employee,7,w,y,y,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,,,,,2,1,y,n,,,,,,,jangan terlalu mahal,mau untuk saling bantu,0,0,1,0,0,0,0,0,0,,anchovy,Bream,narrow-barred spanish mackerel,,,100,,,,y,other,komunitas nelayan,partner,,13,permit_holders,,1,0,0,1,0,0,0,,0,0,0,0,1,0,0,,once_month,,weak,y,Weather,,,jangan nangkep siang,,,weather,corruption,pollution,iuu,decline_low,3,4,2,4,3,1,4,4,1,5,4,3,4,3,3,3,3,4,4,4,3,3,3,4,19,4,primary,,1000000,100,0,,
2019-07-02T11:49:38.739+07,2019-07-02T12:04:31.115+07,D,3011,10,WG,GFW,IND,MAK,M,0,0,0,0,0,0,1,castnet (jaring ditebar),share_collective,3,w,y,y,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,,,,,2,1,y,y,n,,,,,,ga tahan lama,ketahuan lokasi kapal saya,0,1,1,0,0,0,0,0,0,,blue swimming crab,grouper,,20,,80,,,,n,,,,,,permit_holders,,1,0,0,1,0,0,0,,0,0,0,1,0,0,0,,once_week,,weak,y,Weather,limbah,sampah,berharap sama pemerintah saja,,,weather,pollution,iuu,corruption,no_change,3,4,4,5,3,1,4,4,2,3,3,3,4,4,3,3,3,2,,4,3,3,3,3,46,20,secondary,,2000000,100,30,,
2019-07-02T12:19:16.456+07,2019-07-02T12:28:42.041+07,D,3012,11,WG,GFW,IND,MAK,M,0,0,0,0,0,0,1,jaring rajungan,share_employee,3,w,y,y,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,,,,,1,1,n,,,,,,,,mahal banget,buat nandain lokasi,0,0,1,0,0,0,0,0,0,bisa saling bantu,blue swimming crab,grouper,,,,100,,,,y,cooperative,,partner,,30,permit_holders,,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,,few_year,,weak,n,angin kencang,,,tidak tahu,,,weather,pollution,,,improve_low,3,1,2,3,3,1,3,4,1,4,4,4,3,3,3,3,3,3,2,2,2,3,3,4,32,9,primary,,2000000,100,0,,
2019-07-02T12:29:47.720+07,2019-07-02T12:49:55.284+07,D,3013,11,WG,GFW,IND,MAK,M,0,0,0,0,0,0,1,jaring rajungan,own,8,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,1,y,n,,,,,,,ini mahal alatnya,saya blom pernah pasang. Tapi bisa bantu cari ikan,0,0,1,0,0,0,0,0,0,,blue swimming crab,shrimp,,5,0,95,,,,y,cooperative,,partner,,25,permit_holders,,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,,few_year,,weak,n,1 bulan sudah harus ganti alat. jaringnya cepat rusak,mesin kapal mogok,Limbah,pengajuan bantuan kepada pemerintah,alat tangkap yg ramah lingkungan agar tidak habis,,iuu,weather,corruption,pollution,no_change,3,2,4,4,4,1,4,5,3,4,4,4,3,3,3,3,3,3,4,4,4,3,3,4,39,29,primary,,2000000,100,55,,
2019-07-02T12:53:12.762+07,2019-07-02T13:24:18.561+07,D,3014,14,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,Purse seine,own,16,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,Hanya handphone yang dibawa nelayan,,,,,,2,0,,,,,n,y,,,Sulit dipakai dan merepotkan,"Tahu posisi ikan, posisi kapal",0,1,1,0,1,0,0,0,0,,anchovy,sardinella,indian mackerel,10,0,90,0,0,Crew consumption,y,cooperative,,partner,,12,permit_holders,,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,,once_week,,moderate,n,Weather,Competition between ships,,Menunggu atau menepi,"Tidak ada solusi, hanya komunikasi",,weather,iuu,corruption,pollution,no_change,3,2,4,2,2,,4,4,3,4,3,4,4,4,3,5,4,4,4,4,3,3,3,4,60,50,primary,,20000000,100,10,1562048649187.jpg,
2019-07-02T13:39:45.893+07,2019-07-02T14:17:23.957+07,D,3015,14,RR,GFW,IND,MAK,M,0,0,0,1,0,0,0,monofilament gillnets (Rampus),own,5,w,y,n,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,2,1,n,,,,,,,,Tidak ada,"Tahu posisi kapal saya, dan karang",0,1,1,0,1,0,0,0,0,,indian mackerel,baracuda,threadfin,0,0,100,0,0,,n,,,,,,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,,never,,strong,n,Limbah pabrik,Sampah,Weather,Perketat aturan pembuangan limbah pabrik terutama ketika hujan,Perketat peraturan soal sampah,Tidak melaut,pollution,weather,iuu,corruption,decline_high,4,2,4,4,3,2,4,5,3,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,47,30,primary,,2500000,100,10,1562051831854.jpg,
2019-07-02T14:01:25.293+07,2019-07-02T14:16:17.162+07,D,3016,9,RR,GFW,IND,MAK,M,0,0,0,0,0,0,1,monofilament gillnets (jaring rampus),share_employee,5,w,y,n,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,1,n,,,,,,,,Tidak,Tau posisi kapal,0,1,1,0,1,0,0,0,0,,Baracuda,indian mackerel,threadfin,5,0,95,0,0,,y,other,Local Fishing Group (Yellow-Tail),other,Wakil ketua,10,no_restrictions,,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,,never,,none,n,Limbah pabrik,Sampah,Weather,Peraturan pembuangan limbah pabrik,Peraturan pembuangan sampah,Tidak melaut,pollution,weather,iuu,corruption,no_change,4,2,4,4,3,3,4,4,4,4,3,4,3,3,3,4,4,4,4,4,3,3,3,3,42,32,primary,,3000000,100,10,1562051769275.jpg,
2019-07-02T14:28:30.230+07,2019-07-02T14:38:14.278+07,D,3017,2,RR,GFW,IND,MAK,M,0,0,0,0,0,0,1,monofilament gillnets (jaring rampus),own,5,w,y,n,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,1,n,,,,,,,,Tidak ada,Tahu posisi,0,1,1,0,1,0,0,0,0,,Baracuda,indian mackerel,,0,0,100,0,0,,n,,,,,,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,,never,,none,n,Limbah pabrik,Sampah plastik,Weather,Peraturan pembuangan limbah,Peraturan pembuangan sampah,Tidak melaut,pollution,weather,iuu,corruption,no_change,4,2,4,2,2,2,4,4,3,4,3,3,4,4,3,4,4,4,4,4,3,3,3,3,42,30,primary,,2500000,100,10,1562052935133.jpg,
2019-07-02T14:39:08.685+07,2019-07-02T14:45:08.884+07,D,3018,3,RR,GFW,IND,MAK,M,0,0,0,0,0,0,1,monofilament gillnets (jaring rampus),share_employee,5,w,y,n,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,2,1,n,,,,,,,,Tidak ada,Tahu posisi kapal,0,1,1,0,1,0,0,0,0,,Baracuda,indian mackerel,,0,0,100,0,0,,n,,,,,,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,,never,,none,n,Limbah pabrik,Sampah plastik,Weather,Peraturan pembuangan limbah terutama ketika hujan,Pelarangan pembuangan sampah sembarangan,Tidak melaut,pollution,weather,iuu,corruption,no_change,4,2,4,3,2,2,5,4,3,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,40,25,primary,,2500000,100,10,1562053502306.jpg,
2019-07-03T09:19:51.234+07,2019-07-03T10:32:18.523+07,D,3019,12,RR,GFW,IND,MAK,M,0,0,1,0,0,0,0,trap (Bubu),share_employee,7,w,y,n,,1,1,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,1,y,n,,,,,,,Tidak ada,Menjaga keselamatan,0,1,1,1,1,0,0,0,0,Membuat nelayan lebih aman d laut,blue swimming crab,,,0,0,100,0,0,,n,,,,,,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,,never,,none,n,Weather,Limbah pabrik,Pabrik,Weather ekstrim tidak melaut,Peraturan lebih keras untuk pembuangan limbah,Peraturan keras untuk buang sampah sembarangan,weather,pollution,iuu,corruption,decline_high,5,2,4,4,2,2,5,5,3,4,4,3,5,5,3,4,4,4,5,5,3,3,3,3,39,25,primary,,2500000,100,5,1562121283043.jpg,Secara umum nelayan ini setuju jika dipasangkan alat pelacak untuk keamanan
2019-07-03T09:36:32.037+07,2019-07-03T10:33:53.172+07,D,3020,15,RR,GFW,IND,MAK,M,0,0,1,0,0,0,0,,share_employee,6,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,1,0,Kompas,,,,,,1,1,y,n,,,,,,,Tidak ada,Saling Mengetahui posisi antar nelayan,0,1,1,1,1,0,0,0,0,Lebih aman dalam menangkap ikan,blue swimming crab,,,0,0,100,0,0,,y,cooperative,,partner,,30,permit_holders,,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,,never,,none,n,Weather,Limbah pabrik,Sampah,Tidak melaut,Perketat aturan mengenai limbah,Perketat larangan buang sampah sembarangan,weather,pollution,iuu,corruption,no_change,4,3,4,2,2,2,5,4,3,5,4,3,4,4,3,4,4,3,4,4,3,3,3,4,28,17,primary,Terakhir kelas 4 SD,2000000,100,20,1562122479740.jpg,Setuju dengan alat deteksi posisi agar lebih aman di laut
2019-07-03T09:55:19.302+07,2019-07-03T10:35:18.231+07,D,3021,13,RR,GFW,IND,MAK,M,0,0,1,0,0,0,0,,share_employee,6,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,2,0,,,,,n,n,n,n,Merepotkan,"Tahu posisi, tetapi selama ini nelayan saling tau, tidak perlu pakai alat lagi",0,1,1,0,0,0,0,0,0,"Saya lebih menyukai apa yg ada sekarang saja, tidak perlu dpasang alat2 karena selama ini untuk keamanan dan posisi sesama nelayan saling mengetahui dimana temannya melaut",blue swimming crab,,,0,0,100,0,0,,n,,,,,,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,,never,,none,n,Weather,Limbah pabrik,Sampah,Tidak melaut sementara waktu,Aturan ketat soal pembuangan limbah,Aturan ketat soal buang sampah sembarangan,weather,pollution,iuu,corruption,no_change,4,2,4,3,2,2,5,5,3,5,4,3,3,3,3,4,4,3,4,4,3,3,3,3,23,10,primary,,1500000,100,10,1562123201343.jpg,Secara umum nelayan ini tidak setuju ada teknologi dan sudah nyaman dengan penangkapan tanpa dbantu teknologi
2019-07-03T10:07:41.067+07,2019-07-03T10:30:37.205+07,D,3022,1,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,Purse seine,share_employee,100,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,2,1,y,n,,,,,,,Tidak ada,Dapat saling mengetahui posisi dan lebih aman,0,0,0,1,1,0,0,0,0,Lebih aman,anchovy,narrow-barred spanish mackerel,indian mackerel,5,0,95,0,0,,n,,,,,,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,1,1,0,0,,few_year,,moderate,n,Weather,,,Tidak melaut dan mencari kerjaan lain,,,weather,iuu,pollution,corruption,no_change,4,5,4,3,2,2,5,4,3,5,4,3,3,4,3,4,4,4,4,4,3,3,3,3,59,10,primary,,2500000,100,10,1562124617731.jpg,Menyukai ada teknologi pelacakan kapal
2019-07-03T10:36:12.801+07,2019-07-03T10:52:06.664+07,D,3023,16,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,Purse seine,share_employee,20,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,2,1,n,,,,,,,,Tidak ada,Tau mengetahui posisi untuk kemanan,0,0,0,0,1,0,0,0,0,"Mau, karena lebih aman ketika melaut",anchovy,indian mackerel,,0,0,100,0,0,,n,,,,,,permit_holders,,0,0,0,0,0,0,1,,1,0,0,1,1,0,0,,once_week,,strong,n,Weather,Karang di laut mengganggu jaring,,Tidak melaut atau singgah di pulau ketika gelombang besar,Lebih hati2 meletakkan jaring,,weather,iuu,pollution,corruption,no_change,4,5,4,4,2,2,5,4,3,5,4,3,4,4,4,4,4,4,3,4,3,3,3,3,40,5,primary,,2000000,100,10,1562125699847.jpg,"Nelayan ini hanya pekerja, jika diminta memilih secara pribadi iya setuju ada alat pelacakan, tetapi keputusan pemasangan terletak pada pemilik kapal"
2019-07-03T10:56:28.828+07,2019-07-03T11:18:32.324+07,D,3024,12,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,Purse seine,share_employee,15,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,0,,,,,n,n,n,n,Tidak ada,Tahu posisi lebih detail,0,0,0,0,1,0,0,0,0,"Tidak mau karena wilayah tangkap sangat dekat dengan pantai, dan komunikasi antar nelayan sangat baik, kami tidak memerlukan",anchovy,narrow-barred spanish mackerel,indian mackerel,0,0,100,0,0,,n,,,,,,permit_holders,,1,0,0,1,0,0,0,,1,0,1,1,1,0,0,,once_week,,strong,n,Weather,Karang di laut,Sampah,Tidak melaut,Lebih hati hati meletakkan jaring,Lebih ketat dalam aturan pembuangan sampah,weather,pollution,iuu,corruption,no_change,4,5,4,2,2,2,5,4,3,5,2,3,4,4,4,4,4,4,4,4,3,4,4,4,40,25,primary,,3000000,100,5,1562127504371.jpg,
2019-07-03T11:19:49.058+07,2019-07-03T11:32:20.829+07,D,3025,15,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,Purse seine,share_employee,15,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,0,,,,,n,n,n,n,Tidak ada,Mengetahui posisi kapal dan lebih aman,0,0,1,0,1,0,0,0,0,"Secara garis besar tidak perlu, karena menangkap ikan di derah dekat pantai, sebaiknya alat seperti itu dipakai untuk kapal besar yg beroperasi jauh dari pantai",anchovy,indian mackerel,narrow-barred spanish mackerel,0,0,100,0,0,,n,,,,,,permit_holders,,0,0,0,0,0,0,1,,1,0,0,1,1,0,0,,once_week,,strong,n,Weather,Karang,Sampah,Tidak melaut sampai Weather membaik,Lebih hati2 meletakkan jaring,Aturan ketat pembuangan sampah,weather,iuu,pollution,corruption,no_change,5,2,4,3,2,2,5,5,3,5,4,3,4,4,4,4,4,3,4,4,3,3,3,3,48,1,no_formal,,2500000,100,10,1562128282596.jpg,"Tidak membutuhkan teknologi pelacakan kapal, karena posisi tangkap dekat dengan pantai dan antar nelayan saling mengetahui posisi teman yang mencari ikan"
2019-07-03T11:35:52.244+07,2019-07-03T11:54:29.574+07,D,3026,15,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,Purse seine,share_employee,7,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,1,y,y,n,,,,,,Tidak,Aman untuk nelayan,0,0,1,1,1,0,0,0,0,,anchovy,pomfret,narrow-barred spanish mackerel,0,0,100,0,0,,n,,,,,,no_restrictions,,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,,never,,moderate,n,Weather,Sampah,,Tidak melaut,Aturan ketat pelarangan pembuangan sampah,,weather,pollution,iuu,corruption,improve_low,5,4,5,2,2,2,5,5,3,5,3,3,4,4,4,4,4,3,4,4,3,3,3,3,35,20,primary,,2000000,100,10,1562129658815.jpg,
2019-07-03T11:55:42.751+07,2019-07-03T12:07:53.992+07,D,3027,12,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,Purse seine,share_employee,7,w,y,y,,1,0,0,0,0,,1,1,0,0,1,1,0,0,"GPS, fish finder",,Mudah menemukan ikan,Aman bagi nelayan karena tau posisi,Tidak ada,Tidak ada,1,1,y,y,n,,,,,,Tidak ada,"Mengetahui posisi, aman",0,1,1,1,1,0,0,0,0,Mau karena sangat dbutuhkan untuk keamanan nelayan,anchovy,narrow-barred spanish mackerel,Pomfret,0,0,100,0,0,,y,cooperative,,partner,,200,permit_holders,,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,,never,,strong,n,Weather,Sampah,,Tidak melaut,Aturan ketat soal sampah,,weather,pollution,iuu,corruption,decline_low,5,4,4,2,2,2,5,5,4,5,3,4,4,4,3,3,3,3,4,4,3,3,3,3,40,25,primary,,3000000,100,10,1562130323120.jpg,Secara umum nelayan ini sudah berpengalaman menggunakan teknologi perikanan karena sebelumnya ia pernah bekerja sebagai TKI di Taiwan dengan peralatan yang lengkap
2019-07-03T13:37:21.563+07,2019-07-03T13:48:43.415+07,D,3028,12,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,Purse seine,share_employee,13,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,0,,,,,y,,,,Tidak ada,Aman untuk nelayan,0,0,0,0,1,0,0,0,0,"Tidak mau, karena area penangkapan ikan saya sangat dekat pantai",anchovy,indian mackerel,sardinella,0,0,100,0,0,,n,,,,,,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,1,1,0,0,,few_year,,strong,n,Weather,Karang,Sampah,Tidak melaut sampai Weather membaik,Menghindari karang,Aturan ketat pembuangan sampah,weather,pollution,iuu,corruption,no_change,4,2,5,2,2,2,5,4,3,5,4,3,4,4,4,4,3,3,4,4,3,3,3,3,54,20,primary,,2500000,100,10,1562136393770.jpg,Tidak terlalu memerlukan teknologi pelacakan karena wilayah tangkap tidak jauh
2019-07-03T13:49:04.556+07,2019-07-03T14:17:17.413+07,D,3029,16,RR,GFW,IND,MAK,M,0,0,1,0,0,0,0,,share_employee,7,w,y,y,,1,1,0,0,0,,0,0,0,0,1,1,0,0,GPS garmin 60,,Mampu menandai posisi kapal,Membantu arah dalam mencari rajungan,Tidak ada,Tidak ada,1,1,y,y,n,,,,,,Tidak,"Mengetahui posisi kapal, dapat menandai tempat penangkapan rajungan, lbh aman",0,1,1,1,1,0,0,0,0,"Mau, karena sangat dbutuhkan untuk proses penangkapan rajungan, dan membuat nelayan lebh aman",blue swimming crab,grouper,,0,0,100,0,0,,y,cooperative,,partner,,200,no_restrictions,,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,,never,,strong,n,Weather,Bajak laut (perampokan d atas kapal ketika melaut),,Tidak melaut dulu sampai Weather membaik,Operasi penegak hukum,,weather,iuu,pollution,corruption,decline_low,4,2,4,2,2,2,5,5,3,5,5,3,4,4,3,4,3,4,4,4,3,3,3,3,35,22,primary,,3000000,100,10,1562138091936.jpg,Nelayan ini sangat familiar dengan teknologi pelacakan karena terbiasa menjelajah jauh
2019-07-03T14:22:38.422+07,2019-07-03T14:43:16.286+07,D,3030,1,RR,GFW,IND,MAK,M,0,0,1,0,0,0,0,,share_employee,7,w,y,y,,0,1,0,0,0,,0,0,0,0,1,1,1,0,"GPS garmin, Kompas",,Mengetahui posisi kapal,Menandai posisi yang banyak terdapat rajungan,Tidak,Tidak,2,1,y,y,n,,,,,,Tidak ada,"Aman untuk nelayan, mengetahui posisi kapal",0,0,0,1,1,0,0,0,0,"Mau, karena sangat penting bagi nelayan yang menjelajah laut sangat jauh",blue swimming crab,grouper,,0,0,100,0,0,,y,cooperative,,partner,,200,permit_holders,,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,,few_year,,strong,n,Angin kencang,Hujan,Rampok laut,Berhenti d tengah laut dan pasang jangkar,Tidak melaut,Operasi penegak hukum,weather,iuu,pollution,corruption,decline_low,5,1,4,2,2,2,5,5,3,5,5,3,4,4,4,3,3,3,4,4,3,3,3,3,35,6,primary,,6000000,100,10,1562139779089.jpg,Nelayan ini familiar dengan teknologi pelacakan kapal
